,Opportunity_ID,Region_days,Region_amount,Bureaucratic_Code_days,Bureaucratic_Code_amount,Delivery_Terms_days,Delivery_Terms_amount,Opportunity_Type_days,Opportunity_Type_amount,Account_Type_days,Account_Type_amount,Last_Modified_By_days,Last_Modified_By_amount,Opportunity_Owner_days,Opportunity_Owner_amount,Source _days,Source _amount
20,20,83.4321409784324,1226017.989555135,68.88689448855138,863310.6224711218,78.84121083377589,1007210.1169456362,51.85050962627407,436891.37228825426,56.705530642750375,567391.5678530396,97.40336134453781,1074359.222105349,80.75732708089097,1045657.009610712,98.9537149817296,1401714.49644365
21,21,98.2050858652576,1555565.1051157296,68.88689448855138,863310.6224711218,90.1837084148728,1052485.7549635184,50.32559121621622,484973.8806340906,154.36224801466096,2622245.8179646563,60.09893992932862,851929.0148435141,92.34189031505251,2164868.594790235,89.63220035778176,1120593.6757758448
22,22,83.11257953989231,272706.2814240666,68.88689448855138,863310.6224711218,90.1837084148728,1052485.7549635184,50.32559121621622,484973.8806340906,88.79974278890317,1026039.5134291088,113.1144859813084,173482.82415074974,70.87713997985901,98157.70866470423,89.63220035778176,1120593.6757758448
23,23,83.4321409784324,1226017.989555135,68.88689448855138,863310.6224711218,78.84121083377589,1007210.1169456362,87.72460117548279,594632.2046318437,56.705530642750375,567391.5678530396,78.4779411764706,3772556.4589661085,63.555697823303454,1121454.7755376943,89.63220035778176,1120593.6757758448
24,24,83.4321409784324,1226017.989555135,68.88689448855138,863310.6224711218,78.84121083377589,1007210.1169456362,87.72460117548279,594632.2046318437,56.705530642750375,567391.5678530396,78.4779411764706,3772556.4589661085,63.555697823303454,1121454.7755376943,89.63220035778176,1120593.6757758448
25,25,83.4321409784324,1226017.989555135,68.88689448855138,863310.6224711218,78.84121083377589,1007210.1169456362,173.63985507246377,5421713.2994301,56.705530642750375,567391.5678530396,78.4779411764706,3772556.4589661085,63.555697823303454,1121454.7755376943,89.63220035778176,1120593.6757758448
26,26,83.4321409784324,1226017.989555135,68.88689448855138,863310.6224711218,78.84121083377589,1007210.1169456362,87.72460117548279,594632.2046318437,56.705530642750375,567391.5678530396,97.40336134453781,1074359.222105349,80.75732708089097,1045657.009610712,76.74695407685098,830969.6980874889
27,27,83.4321409784324,1226017.989555135,68.88689448855138,863310.6224711218,78.84121083377589,1007210.1169456362,84.60317460317461,287486.171031818,56.705530642750375,567391.5678530396,78.4779411764706,3772556.4589661085,63.555697823303454,1121454.7755376943,89.63220035778176,1120593.6757758448
28,28,83.4321409784324,1226017.989555135,68.88689448855138,863310.6224711218,78.84121083377589,1007210.1169456362,87.72460117548279,594632.2046318437,56.705530642750375,567391.5678530396,78.4779411764706,3772556.4589661085,63.555697823303454,1121454.7755376943,89.63220035778176,1120593.6757758448
29,29,88.12836970474967,1252214.0461147276,68.88689448855138,863310.6224711218,104.1128739800544,1758934.8592006282,50.32559121621622,484973.8806340906,88.79974278890317,1026039.5134291088,98.75187969924812,725037.4483595171,88.85308056872037,904476.1609798311,89.63220035778176,1120593.6757758448
30,30,83.4321409784324,1226017.989555135,151.9090909090909,2220316.6746420306,104.1128739800544,1758934.8592006282,87.72460117548279,594632.2046318437,133.54807692307693,5652677.069402493,78.4779411764706,3772556.4589661085,76.3741935483871,3065964.0165103404,89.63220035778176,1120593.6757758448
31,31,83.4321409784324,1226017.989555135,68.88689448855138,863310.6224711218,78.84121083377589,1007210.1169456362,173.63985507246377,5421713.2994301,154.36224801466096,2622245.8179646563,97.40336134453781,1074359.222105349,80.75732708089097,1045657.009610712,89.63220035778176,1120593.6757758448
32,32,83.4321409784324,1226017.989555135,68.88689448855138,863310.6224711218,78.84121083377589,1007210.1169456362,87.72460117548279,594632.2046318437,56.705530642750375,567391.5678530396,107.82857142857142,501320.1624232929,66.69288389513109,649144.5386199945,76.74695407685098,830969.6980874889
33,33,83.4321409784324,1226017.989555135,68.88689448855138,863310.6224711218,78.84121083377589,1007210.1169456362,87.72460117548279,594632.2046318437,56.705530642750375,567391.5678530396,78.4779411764706,3772556.4589661085,63.555697823303454,1121454.7755376943,98.9537149817296,1401714.49644365
34,34,83.4321409784324,1226017.989555135,68.88689448855138,863310.6224711218,78.84121083377589,1007210.1169456362,87.72460117548279,594632.2046318437,88.79974278890317,1026039.5134291088,97.40336134453781,1074359.222105349,80.75732708089097,1045657.009610712,84.66666666666667,1096734.95041519
35,35,83.4321409784324,1226017.989555135,151.9090909090909,2220316.6746420306,78.84121083377589,1007210.1169456362,173.63985507246377,5421713.2994301,88.79974278890317,1026039.5134291088,97.40336134453781,1074359.222105349,80.75732708089097,1045657.009610712,89.63220035778176,1120593.6757758448
36,36,83.4321409784324,1226017.989555135,68.88689448855138,863310.6224711218,78.84121083377589,1007210.1169456362,50.32559121621622,484973.8806340906,56.705530642750375,567391.5678530396,97.40336134453781,1074359.222105349,80.75732708089097,1045657.009610712,89.63220035778176,1120593.6757758448
37,37,83.11257953989231,272706.2814240666,151.9090909090909,2220316.6746420306,90.1837084148728,1052485.7549635184,50.32559121621622,484973.8806340906,88.79974278890317,1026039.5134291088,113.1144859813084,173482.82415074974,70.87713997985901,98157.70866470423,89.63220035778176,1120593.6757758448
38,38,83.11257953989231,272706.2814240666,151.9090909090909,2220316.6746420306,90.1837084148728,1052485.7549635184,50.32559121621622,484973.8806340906,88.79974278890317,1026039.5134291088,113.1144859813084,173482.82415074974,70.87713997985901,98157.70866470423,89.63220035778176,1120593.6757758448
39,39,83.11257953989231,272706.2814240666,151.9090909090909,2220316.6746420306,90.1837084148728,1052485.7549635184,50.32559121621622,484973.8806340906,88.79974278890317,1026039.5134291088,113.1144859813084,173482.82415074974,70.87713997985901,98157.70866470423,89.63220035778176,1120593.6757758448
40,40,83.11257953989231,272706.2814240666,151.9090909090909,2220316.6746420306,90.1837084148728,1052485.7549635184,50.32559121621622,484973.8806340906,88.79974278890317,1026039.5134291088,113.1144859813084,173482.82415074974,70.87713997985901,98157.70866470423,89.63220035778176,1120593.6757758448
41,41,83.11257953989231,272706.2814240666,151.9090909090909,2220316.6746420306,90.1837084148728,1052485.7549635184,50.32559121621622,484973.8806340906,88.79974278890317,1026039.5134291088,113.1144859813084,173482.82415074974,70.87713997985901,98157.70866470423,89.63220035778176,1120593.6757758448
42,42,83.11257953989231,272706.2814240666,151.9090909090909,2220316.6746420306,90.1837084148728,1052485.7549635184,50.32559121621622,484973.8806340906,88.79974278890317,1026039.5134291088,113.1144859813084,173482.82415074974,70.87713997985901,98157.70866470423,89.63220035778176,1120593.6757758448
43,43,83.11257953989231,272706.2814240666,151.9090909090909,2220316.6746420306,90.1837084148728,1052485.7549635184,50.32559121621622,484973.8806340906,88.79974278890317,1026039.5134291088,113.1144859813084,173482.82415074974,70.87713997985901,98157.70866470423,89.63220035778176,1120593.6757758448
44,44,83.11257953989231,272706.2814240666,151.9090909090909,2220316.6746420306,90.1837084148728,1052485.7549635184,50.32559121621622,484973.8806340906,88.79974278890317,1026039.5134291088,113.1144859813084,173482.82415074974,70.87713997985901,98157.70866470423,89.63220035778176,1120593.6757758448
45,45,83.4321409784324,1226017.989555135,68.88689448855138,863310.6224711218,78.84121083377589,1007210.1169456362,173.63985507246377,5421713.2994301,154.36224801466096,2622245.8179646563,97.40336134453781,1074359.222105349,80.75732708089097,1045657.009610712,69.96511627906976,903871.5748473867
46,46,83.4321409784324,1226017.989555135,68.88689448855138,863310.6224711218,78.84121083377589,1007210.1169456362,173.63985507246377,5421713.2994301,154.36224801466096,2622245.8179646563,78.4779411764706,3772556.4589661085,63.555697823303454,1121454.7755376943,98.9537149817296,1401714.49644365
47,47,98.2050858652576,1555565.1051157296,68.88689448855138,863310.6224711218,90.1837084148728,1052485.7549635184,87.72460117548279,594632.2046318437,88.79974278890317,1026039.5134291088,115.78827361563518,2356000.868711531,108.71473354231975,2071119.45044088,89.63220035778176,1120593.6757758448
48,49,88.12836970474967,1252214.0461147276,68.88689448855138,863310.6224711218,104.1128739800544,1758934.8592006282,87.72460117548279,594632.2046318437,88.79974278890317,1026039.5134291088,98.75187969924812,725037.4483595171,78.91497975708502,1081317.331740184,69.96511627906976,903871.5748473867
49,50,83.4321409784324,1226017.989555135,151.9090909090909,2220316.6746420306,78.84121083377589,1007210.1169456362,87.72460117548279,594632.2046318437,88.79974278890317,1026039.5134291088,66.275,758776.0530322932,63.555697823303454,1121454.7755376943,89.63220035778176,1120593.6757758448
50,51,83.4321409784324,1226017.989555135,151.9090909090909,2220316.6746420306,78.84121083377589,1007210.1169456362,87.72460117548279,594632.2046318437,88.79974278890317,1026039.5134291088,107.82857142857142,501320.1624232929,66.69288389513109,649144.5386199945,89.63220035778176,1120593.6757758448
51,52,88.12836970474967,1252214.0461147276,68.88689448855138,863310.6224711218,104.1128739800544,1758934.8592006282,87.72460117548279,594632.2046318437,88.79974278890317,1026039.5134291088,98.75187969924812,725037.4483595171,78.91497975708502,1081317.331740184,109.8529411764706,228824.8895814253
52,53,88.12836970474967,1252214.0461147276,151.9090909090909,2220316.6746420306,104.1128739800544,1758934.8592006282,87.72460117548279,594632.2046318437,88.79974278890317,1026039.5134291088,98.75187969924812,725037.4483595171,78.91497975708502,1081317.331740184,98.9537149817296,1401714.49644365
53,54,83.11257953989231,272706.2814240666,68.88689448855138,863310.6224711218,105.48754448398577,560678.1991507481,87.72460117548279,594632.2046318437,88.79974278890317,1026039.5134291088,130.80918727915196,445537.25110219995,93.57767722473605,352796.96921998,89.63220035778176,1120593.6757758448
54,55,83.11257953989231,272706.2814240666,68.88689448855138,863310.6224711218,105.48754448398577,560678.1991507481,87.72460117548279,594632.2046318437,88.79974278890317,1026039.5134291088,130.80918727915196,445537.25110219995,93.57767722473605,352796.96921998,89.63220035778176,1120593.6757758448
55,56,83.11257953989231,272706.2814240666,68.88689448855138,863310.6224711218,105.48754448398577,560678.1991507481,87.72460117548279,594632.2046318437,88.79974278890317,1026039.5134291088,130.80918727915196,445537.25110219995,93.57767722473605,352796.96921998,89.63220035778176,1120593.6757758448
56,57,83.11257953989231,272706.2814240666,68.88689448855138,863310.6224711218,105.48754448398577,560678.1991507481,87.72460117548279,594632.2046318437,88.79974278890317,1026039.5134291088,130.80918727915196,445537.25110219995,93.57767722473605,352796.96921998,89.63220035778176,1120593.6757758448
57,58,83.11257953989231,272706.2814240666,68.88689448855138,863310.6224711218,105.48754448398577,560678.1991507481,87.72460117548279,594632.2046318437,56.705530642750375,567391.5678530396,130.80918727915196,445537.25110219995,93.57767722473605,352796.96921998,89.63220035778176,1120593.6757758448
58,59,83.11257953989231,272706.2814240666,68.88689448855138,863310.6224711218,105.48754448398577,560678.1991507481,87.72460117548279,594632.2046318437,88.79974278890317,1026039.5134291088,113.1144859813084,173482.82415074974,70.87713997985901,98157.70866470423,89.63220035778176,1120593.6757758448
59,61,83.4321409784324,1226017.989555135,68.88689448855138,863310.6224711218,78.84121083377589,1007210.1169456362,51.85050962627407,436891.37228825426,56.705530642750375,567391.5678530396,97.40336134453781,1074359.222105349,80.75732708089097,1045657.009610712,98.9537149817296,1401714.49644365
60,62,83.4321409784324,1226017.989555135,68.88689448855138,863310.6224711218,78.84121083377589,1007210.1169456362,50.32559121621622,484973.8806340906,56.705530642750375,567391.5678530396,77.13718411552347,1345882.5996214952,76.3741935483871,3065964.0165103404,98.9537149817296,1401714.49644365
61,63,98.2050858652576,1555565.1051157296,151.9090909090909,2220316.6746420306,90.1837084148728,1052485.7549635184,87.72460117548279,594632.2046318437,154.36224801466096,2622245.8179646563,60.09893992932862,851929.0148435141,92.34189031505251,2164868.594790235,89.63220035778176,1120593.6757758448
62,64,98.2050858652576,1555565.1051157296,151.9090909090909,2220316.6746420306,90.1837084148728,1052485.7549635184,87.72460117548279,594632.2046318437,122.27777777777777,2780238.4045530045,135.87246376811595,2541860.54329248,92.34189031505251,2164868.594790235,98.9537149817296,1401714.49644365
63,65,98.2050858652576,1555565.1051157296,151.9090909090909,2220316.6746420306,90.1837084148728,1052485.7549635184,87.72460117548279,594632.2046318437,122.27777777777777,2780238.4045530045,135.87246376811595,2541860.54329248,92.34189031505251,2164868.594790235,98.9537149817296,1401714.49644365
64,66,98.2050858652576,1555565.1051157296,151.9090909090909,2220316.6746420306,90.1837084148728,1052485.7549635184,87.72460117548279,594632.2046318437,122.27777777777777,2780238.4045530045,135.87246376811595,2541860.54329248,92.34189031505251,2164868.594790235,98.9537149817296,1401714.49644365
65,67,98.2050858652576,1555565.1051157296,151.9090909090909,2220316.6746420306,90.1837084148728,1052485.7549635184,87.72460117548279,594632.2046318437,122.27777777777777,2780238.4045530045,135.87246376811595,2541860.54329248,92.34189031505251,2164868.594790235,98.9537149817296,1401714.49644365
66,68,98.2050858652576,1555565.1051157296,151.9090909090909,2220316.6746420306,90.1837084148728,1052485.7549635184,87.72460117548279,594632.2046318437,122.27777777777777,2780238.4045530045,135.87246376811595,2541860.54329248,92.34189031505251,2164868.594790235,98.9537149817296,1401714.49644365
67,69,98.2050858652576,1555565.1051157296,151.9090909090909,2220316.6746420306,90.1837084148728,1052485.7549635184,87.72460117548279,594632.2046318437,122.27777777777777,2780238.4045530045,135.87246376811595,2541860.54329248,92.34189031505251,2164868.594790235,98.9537149817296,1401714.49644365
68,70,98.2050858652576,1555565.1051157296,151.9090909090909,2220316.6746420306,90.1837084148728,1052485.7549635184,87.72460117548279,594632.2046318437,122.27777777777777,2780238.4045530045,135.87246376811595,2541860.54329248,92.34189031505251,2164868.594790235,98.9537149817296,1401714.49644365
69,71,98.2050858652576,1555565.1051157296,151.9090909090909,2220316.6746420306,90.1837084148728,1052485.7549635184,87.72460117548279,594632.2046318437,122.27777777777777,2780238.4045530045,135.87246376811595,2541860.54329248,92.34189031505251,2164868.594790235,98.9537149817296,1401714.49644365
70,72,98.2050858652576,1555565.1051157296,151.9090909090909,2220316.6746420306,90.1837084148728,1052485.7549635184,87.72460117548279,594632.2046318437,122.27777777777777,2780238.4045530045,135.87246376811595,2541860.54329248,92.34189031505251,2164868.594790235,98.9537149817296,1401714.49644365
71,73,98.2050858652576,1555565.1051157296,151.9090909090909,2220316.6746420306,90.1837084148728,1052485.7549635184,87.72460117548279,594632.2046318437,122.27777777777777,2780238.4045530045,135.87246376811595,2541860.54329248,92.34189031505251,2164868.594790235,98.9537149817296,1401714.49644365
72,74,98.2050858652576,1555565.1051157296,151.9090909090909,2220316.6746420306,90.1837084148728,1052485.7549635184,87.72460117548279,594632.2046318437,122.27777777777777,2780238.4045530045,135.87246376811595,2541860.54329248,92.34189031505251,2164868.594790235,98.9537149817296,1401714.49644365
73,75,98.2050858652576,1555565.1051157296,151.9090909090909,2220316.6746420306,90.1837084148728,1052485.7549635184,87.72460117548279,594632.2046318437,122.27777777777777,2780238.4045530045,135.87246376811595,2541860.54329248,92.34189031505251,2164868.594790235,98.9537149817296,1401714.49644365
74,76,98.2050858652576,1555565.1051157296,151.9090909090909,2220316.6746420306,90.1837084148728,1052485.7549635184,87.72460117548279,594632.2046318437,122.27777777777777,2780238.4045530045,135.87246376811595,2541860.54329248,92.34189031505251,2164868.594790235,98.9537149817296,1401714.49644365
75,77,98.2050858652576,1555565.1051157296,151.9090909090909,2220316.6746420306,90.1837084148728,1052485.7549635184,87.72460117548279,594632.2046318437,122.27777777777777,2780238.4045530045,135.87246376811595,2541860.54329248,92.34189031505251,2164868.594790235,98.9537149817296,1401714.49644365
76,78,98.2050858652576,1555565.1051157296,151.9090909090909,2220316.6746420306,90.1837084148728,1052485.7549635184,87.72460117548279,594632.2046318437,122.27777777777777,2780238.4045530045,135.87246376811595,2541860.54329248,92.34189031505251,2164868.594790235,98.9537149817296,1401714.49644365
77,79,98.2050858652576,1555565.1051157296,151.9090909090909,2220316.6746420306,90.1837084148728,1052485.7549635184,87.72460117548279,594632.2046318437,122.27777777777777,2780238.4045530045,135.87246376811595,2541860.54329248,92.34189031505251,2164868.594790235,98.9537149817296,1401714.49644365
78,80,98.2050858652576,1555565.1051157296,151.9090909090909,2220316.6746420306,90.1837084148728,1052485.7549635184,87.72460117548279,594632.2046318437,122.27777777777777,2780238.4045530045,135.87246376811595,2541860.54329248,92.34189031505251,2164868.594790235,98.9537149817296,1401714.49644365
79,81,98.2050858652576,1555565.1051157296,151.9090909090909,2220316.6746420306,90.1837084148728,1052485.7549635184,87.72460117548279,594632.2046318437,122.27777777777777,2780238.4045530045,135.87246376811595,2541860.54329248,92.34189031505251,2164868.594790235,98.9537149817296,1401714.49644365
80,82,98.2050858652576,1555565.1051157296,151.9090909090909,2220316.6746420306,90.1837084148728,1052485.7549635184,87.72460117548279,594632.2046318437,122.27777777777777,2780238.4045530045,135.87246376811595,2541860.54329248,92.34189031505251,2164868.594790235,98.9537149817296,1401714.49644365
81,83,98.2050858652576,1555565.1051157296,151.9090909090909,2220316.6746420306,90.1837084148728,1052485.7549635184,87.72460117548279,594632.2046318437,122.27777777777777,2780238.4045530045,135.87246376811595,2541860.54329248,92.34189031505251,2164868.594790235,98.9537149817296,1401714.49644365
82,84,98.2050858652576,1555565.1051157296,151.9090909090909,2220316.6746420306,90.1837084148728,1052485.7549635184,87.72460117548279,594632.2046318437,122.27777777777777,2780238.4045530045,135.87246376811595,2541860.54329248,92.34189031505251,2164868.594790235,98.9537149817296,1401714.49644365
83,85,98.2050858652576,1555565.1051157296,151.9090909090909,2220316.6746420306,90.1837084148728,1052485.7549635184,87.72460117548279,594632.2046318437,122.27777777777777,2780238.4045530045,135.87246376811595,2541860.54329248,92.34189031505251,2164868.594790235,98.9537149817296,1401714.49644365
84,86,98.2050858652576,1555565.1051157296,151.9090909090909,2220316.6746420306,90.1837084148728,1052485.7549635184,87.72460117548279,594632.2046318437,122.27777777777777,2780238.4045530045,135.87246376811595,2541860.54329248,92.34189031505251,2164868.594790235,98.9537149817296,1401714.49644365
85,87,98.2050858652576,1555565.1051157296,151.9090909090909,2220316.6746420306,90.1837084148728,1052485.7549635184,87.72460117548279,594632.2046318437,122.27777777777777,2780238.4045530045,135.87246376811595,2541860.54329248,92.34189031505251,2164868.594790235,98.9537149817296,1401714.49644365
86,88,98.2050858652576,1555565.1051157296,151.9090909090909,2220316.6746420306,90.1837084148728,1052485.7549635184,87.72460117548279,594632.2046318437,122.27777777777777,2780238.4045530045,135.87246376811595,2541860.54329248,92.34189031505251,2164868.594790235,98.9537149817296,1401714.49644365
87,89,98.2050858652576,1555565.1051157296,151.9090909090909,2220316.6746420306,90.1837084148728,1052485.7549635184,87.72460117548279,594632.2046318437,122.27777777777777,2780238.4045530045,135.87246376811595,2541860.54329248,92.34189031505251,2164868.594790235,98.9537149817296,1401714.49644365
88,90,83.4321409784324,1226017.989555135,68.88689448855138,863310.6224711218,78.84121083377589,1007210.1169456362,87.72460117548279,594632.2046318437,56.705530642750375,567391.5678530396,123.31818181818181,132741.01793356007,78.38095238095238,267505.7408611794,89.63220035778176,1120593.6757758448
89,91,83.4321409784324,1226017.989555135,68.88689448855138,863310.6224711218,78.84121083377589,1007210.1169456362,122.75438596491227,317236.8232792575,88.79974278890317,1026039.5134291088,215.03010033444815,1977167.856904014,183.56576200417535,1614228.1691899395,98.9537149817296,1401714.49644365
90,92,83.4321409784324,1226017.989555135,68.88689448855138,863310.6224711218,78.84121083377589,1007210.1169456362,87.72460117548279,594632.2046318437,56.705530642750375,567391.5678530396,123.31818181818181,132741.01793356007,78.38095238095238,267505.7408611794,89.63220035778176,1120593.6757758448
91,93,83.4321409784324,1226017.989555135,68.88689448855138,863310.6224711218,78.84121083377589,1007210.1169456362,50.32559121621622,484973.8806340906,56.705530642750375,567391.5678530396,123.31818181818181,132741.01793356007,78.38095238095238,267505.7408611794,89.63220035778176,1120593.6757758448
92,94,83.4321409784324,1226017.989555135,68.88689448855138,863310.6224711218,78.84121083377589,1007210.1169456362,50.32559121621622,484973.8806340906,56.705530642750375,567391.5678530396,123.31818181818181,132741.01793356007,78.38095238095238,267505.7408611794,89.63220035778176,1120593.6757758448
93,95,83.4321409784324,1226017.989555135,68.88689448855138,863310.6224711218,78.84121083377589,1007210.1169456362,50.32559121621622,484973.8806340906,56.705530642750375,567391.5678530396,123.31818181818181,132741.01793356007,78.38095238095238,267505.7408611794,89.63220035778176,1120593.6757758448
94,96,98.2050858652576,1555565.1051157296,68.88689448855138,863310.6224711218,90.1837084148728,1052485.7549635184,87.72460117548279,594632.2046318437,88.79974278890317,1026039.5134291088,115.78827361563518,2356000.868711531,108.71473354231975,2071119.45044088,89.63220035778176,1120593.6757758448
95,97,83.11257953989231,272706.2814240666,68.88689448855138,863310.6224711218,90.1837084148728,1052485.7549635184,87.72460117548279,594632.2046318437,56.705530642750375,567391.5678530396,130.80918727915196,445537.25110219995,93.57767722473605,352796.96921998,89.63220035778176,1120593.6757758448
96,98,83.11257953989231,272706.2814240666,68.88689448855138,863310.6224711218,90.1837084148728,1052485.7549635184,87.72460117548279,594632.2046318437,56.705530642750375,567391.5678530396,130.80918727915196,445537.25110219995,93.57767722473605,352796.96921998,89.63220035778176,1120593.6757758448
97,99,83.11257953989231,272706.2814240666,68.88689448855138,863310.6224711218,105.48754448398577,560678.1991507481,87.72460117548279,594632.2046318437,56.705530642750375,567391.5678530396,130.80918727915196,445537.25110219995,93.57767722473605,352796.96921998,69.96511627906976,903871.5748473867
98,100,83.11257953989231,272706.2814240666,68.88689448855138,863310.6224711218,105.48754448398577,560678.1991507481,87.72460117548279,594632.2046318437,56.705530642750375,567391.5678530396,130.80918727915196,445537.25110219995,93.57767722473605,352796.96921998,69.96511627906976,903871.5748473867
99,101,83.11257953989231,272706.2814240666,68.88689448855138,863310.6224711218,105.48754448398577,560678.1991507481,87.72460117548279,594632.2046318437,56.705530642750375,567391.5678530396,130.80918727915196,445537.25110219995,93.57767722473605,352796.96921998,69.96511627906976,903871.5748473867
100,102,83.11257953989231,272706.2814240666,68.88689448855138,863310.6224711218,105.48754448398577,560678.1991507481,87.72460117548279,594632.2046318437,56.705530642750375,567391.5678530396,130.80918727915196,445537.25110219995,93.57767722473605,352796.96921998,69.96511627906976,903871.5748473867
